Komentar,Label
"Barang bagus, packing rapi. Semoga awet ya. Sukses trus shoppe",3
Barang sesuai dg gambar tp kwalitas sesuai dg harga.,3
Warnanya sukak,3
"makasih kak barangnya udah sampe, kualitas barangnya bagus dan sesuai dengan gambar. love it!!",3
"Sangat cool, pas sama harganya ko",3
bahannya tebel. real pict bangeeet?? aku sukak..makasih chikoismechikoisme,3
Ga nyangka sih secantik ini dengan harha segini.,3
Alhamdulillah... barang udh diterima dlm kondisi baik dan pengiriman jg cepat. Makasih bbthshop 'n shoppee. Smg sukses selalu,3
"Sudah dicoba, mantab. Langsung bisa",3
"Barang Bagus, reseller ramah kemarin ad kerusakan sdkit lngsung d return,..",3
"Gold buat seller ini mantab min, puas saya",3
